Frequency (Hz),Channel 1 Magnitude (dB),Channel 2 Magnitude (dB),Channel 2 Phase (deg)
4140.188815578995,19.84360801278229,-0.04421293290244411,-168.7499018635802
4472.13595499958,19.81582448912103,-0.03902987860914124,-167.8736856416659
4830.697557740022,19.78295364654134,-0.04250297903320616,-166.93714503238
5218.007486616667,19.74999804703359,-0.04063452717373703,-165.9141356994871
5636.37069076328,19.7104017940665,-0.03786440748818127,-164.8130216644449
6088.276922786481,19.6514533293573,-0.05191400273392901,-163.6815236818272
6576.415555719018,19.60635976789609,-0.0385334492523498,-162.4029913826045
7103.691587949126,19.5383754505741,-0.03990110320519463,-161.0845363470649
7673.242931374024,19.46943394270912,-0.03399553088601016,-159.6978868431223
8288.45908566254,19.38177989731383,-0.03588953685986724,-158.1669168399725
8953.00130976047,19.28270119081173,-0.03727845977609968,-156.588167880109
9670.824410683001,19.17656466002629,-0.02969142579673709,-154.9270640977956
10446.20027926306,19.04299600999644,-0.04161707329631073,-153.1790118447171
11283.7433129208,18.90539079967145,-0.03642195530322771,-151.3570654521992
12188.43787674983,18.7436681513455,-0.03331125341168279,-149.4358071528657
13165.66796634583,18.56583529033726,-0.03448752712821224,-147.4555840020967
14221.2492489059,18.36470674013233,-0.03598964037451532,-145.4014012740382
15361.46367328142,18.14200784667167,-0.03037828414188544,-143.2873609358997
16593.09685495454,17.89543144516589,-0.03547951428166217,-141.1201112731621
17923.47845842268,17.62183645975643,-0.03593039099015201,-138.9118060669596
19360.52581731416,17.31636579027575,-0.04216606909782704,-136.6829939895271
20912.79105182546,17.01162154219712,-0.03089058121646056,-134.4473385937026
22589.51196388439,16.65674640213806,-0.02720488876373697,-132.2338457270957
24400.66701292527,16.28678590897996,-0.03069218652803435,-129.9474503569538
26357.03469944637,15.88647338729466,-0.02411191434782452,-127.730087880066
28470.25770975167,15.46798064784504,-0.02334786379656459,-125.5918316063222
30752.91220361376,15.0163914622521,-0.03062366561877399,-123.4114988397804
33218.58265720015,14.54929296784738,-0.01917595716589617,-121.3406305368571
35881.94270666727,14.06065475834915,-0.02720071592683146,-119.3297155551726
38758.84247353596,13.56088286939077,-0.009171575362640915,-117.3951600359674
41866.40289153686,13.04075918636354,-0.004976222805856477,-115.4950223697797
45223.11759628195,12.47988961861113,-0.009918739601689833,-113.7005163974306
48848.96298412502,11.942724472005,0.007960414168109227,-112.0306497406237
52765.51709519023,11.37111710766975,0.005572392308572562,-110.2838151760726
56996.08802806372,10.78445141753893,-0.005295159054371459,-108.741921077934
61565.85265036482,10.18282364329764,-0.005772453958626428,-107.2454809809939
66502.00643068935,9.604987231989867,0.01391584619896852,-105.8643640605656
71833.9252836003,8.981225308411716,0.004839855057171156,-104.5094082529137
77593.34039083339,8.376360398628799,0.02699797649038079,-103.2562680428979
83814.52703910992,7.745154782599624,0.03045738309881077,-102.0388670094221
90534.50859836423,7.145425047151923,0.04575265907071453,-100.8859480919238
97793.27685429282,6.494449069945111,0.0261677812075192,-99.72640728567893
105634.0300064671,5.851459575662844,0.02773809841678552,-98.70065211963475
114103.429748375,5.218867605426624,0.03316130475411036,-97.65925299017374
123251.8789593208,4.57787333023033,0.0333314429374913,-96.68526492345488
133133.8216607763,3.927091224405801,0.03943807699424558,-95.82124365967891
143808.0670222756,3.278439671785515,0.04207003865684087,-94.86976288250605
155338.1393450693,2.607800370328692,0.03620283637813071,-94.03956348478181
167792.6561063539,1.973638601108504,0.04055857564555658,-93.20779731668804
181245.7363138798,1.321999642022686,0.03618993291212611,-92.29820745194345
195777.4416011316,0.6699557908327405,0.04608951278139878,-91.44274200039277
211474.2526881128,0.04533881518155576,0.03301291843005563,-90.6558124617661
228429.5840432379,-0.6334730267684139,0.02366223324491774,-89.88856893747112
246744.3398091734,-1.273555880385731,0.02143354525162034,-89.10786107634533
266527.5143010403,-1.959027500035783,0.002486872376864898,-88.14717244621772
287896.8406506493,-2.578403552136008,0.01004749965434774,-87.20326243282101
310979.4914569609,-3.267329646846311,-0.01707113391254623,-86.62949161519907
335912.8356124665,-3.903752302205579,-0.02038816005626756,-85.57909596148653
362845.2558094959,-4.525949717757285,-0.008924877695145309,-84.64735596397776
391937.0315915741,-5.1501972774054,-0.003250304939914507,-83.66684307064963
423361.2932050201,-5.774278282330072,-0.005554576345131446,-82.86031449631136
457305.0519273268,-6.444857101704217,-0.02199806926338239,-81.93603425422947
493970.3130039833,-7.015624611724723,-0.02179085271028534,-80.90658681200539
533575.2778170267,-7.651744743257565,-0.006357478324190596,-79.93370369955039
576355.642439632,-8.215798913378679,0.003103778481377403,-78.81159441440276
622566.0003046736,-8.801997355171768,0.003352347310464177,-77.78210032259429
672481.3573347731,-9.356617905940745,0.009880228278144281,-76.8362150898615
726398.7685506507,-9.910240698287389,0.02246439652271934,-75.85866439057884
784639.1058975119,-10.46032481665409,0.03359976709296892,-74.6211584448348
847548.967810121,-10.96692741619434,0.05167906046725727,-73.49542504153162
915502.7418807106,-11.42669279852148,0.08182633303645059,-72.45035346341366
988904.8329050315,-11.89339200246157,0.108160137439392,-71.48715248823518
1068192.069566026,-12.34158501076101,0.1303708257967565,-70.39448203168939
1153836.304077733,-12.73575789695479,0.1725354091708486,-69.40037963073927
1246347.220260347,-13.08198580668037,0.2248364288014804,-68.44018627067233
1346275.366757781,-13.37160273357462,0.2795875776930111,-67.58404388206344
1454215.433448954,-13.62687324331723,0.3409336481961638,-66.78800155215848
1570809.790551273,-13.84625377065199,0.4162008216655494,-66.4406891735476
1696752.311478164,-13.99013940564596,0.5085759156558062,-65.87818049223353
1832792.502201126,-14.04634844318675,0.6136767668892628,-65.94805219621604
1979739.961690863,-14.02926721471076,0.7299155314100704,-65.59890829565063
2138469.199982377,-13.90628219697214,0.871843138410785,-65.33170942709681
2309924.842537148,-13.70131622313629,1.026450691923041,-65.26538149782974
2495127.251874491,-13.34207314376118,1.213794152416113,-64.89946478265628
2695178.599927381,-12.91904246045877,1.431687739040988,-64.16129623408885
2911269.427260422,-12.40857689158831,1.673885192271154,-63.31580495908642
3144685.728184985,-11.82227720954335,1.973224648667123,-61.5952810146586
3396816.603936302,-11.24032258120552,2.317833815078773,-59.2970143079453
3669162.529457892,-10.72011049061974,2.666341136534126,-56.50187928224057
3963344.282990402,-10.26466224310517,3.07850430936051,-53.46185910513265
4281112.591606443,-9.95018144788105,3.495349160948448,-50.53906817625858
4624358.550093595,-9.881884399572531,3.838007528950704,-48.22611947337648
4995124.875190295,-10.06704689831986,4.037488859423194,-46.7493978044326
5395618.062150449,-10.65857057266989,3.952333589318937,-46.57231815446548
5828221.515982639,-11.7869452174016,3.384291214756344,-47.83195361866423
6295509.735510224,-13.38587164268221,2.389400619934006,-50.81722988423052
6800263.63466417,-15.33295078469172,0.952953047494134,-55.74646335095417
7345487.092188271,-17.40857276947874,-0.7512473290593235,-63.0369005524426
7934424.828246987,-19.33588819375255,-2.594904047189626,-72.70904793989631
8570581.714322705,-20.8448854937608,-4.484817797147876,-82.95864409282967
9257743.631318975,-22.03214656313204,-6.403651863243427,-93.55531663189488
10000000,-22.63436165615398,-8.245115906961747,-101.9953236236468
